item_id,current_global_qty,max_global_qty,global_inv_level
82,18,18,1.0
3573,24,24,1.0
2651,36,36,1.0
242,216,216,1.0
4812,288,288,1.0
1565,12,12,1.0
3593,24,24,1.0
3690,24,24,1.0
1567,24,24,1.0
4156,30,30,1.0
4893,12,12,1.0
645,36,36,1.0
3840,48,48,1.0
4239,40,40,1.0
307,72,72,1.0
2932,24,24,1.0
4282,32,32,1.0
3370,54,54,1.0
3860,60,60,1.0
1181,144,144,1.0
2283,12,12,1.0
4454,72,72,1.0
2214,24,24,1.0
853,150,150,1.0
1686,12,12,1.0
2036,6,6,1.0
2413,12,12,1.0
4237,40,40,1.0
4417,12,12,1.0
4970,40,40,1.0
2277,24,24,1.0
26,288,288,1.0
3392,72,72,1.0
3234,24,24,1.0
4361,1104,1104,1.0
1486,8,8,1.0
515,24,24,1.0
4066,40,40,1.0
4808,96,96,1.0
2592,168,168,1.0
4899,192,192,1.0
4220,24,24,1.0
2951,24,24,1.0
3814,24,24,1.0
2513,27,27,1.0
1881,36,36,1.0
4689,36,36,1.0
1692,24,24,1.0
5027,25,25,1.0
4327,240,240,1.0
4962,48,48,1.0
4242,48,48,1.0
3475,72,72,1.0
4300,20,20,1.0
570,30,30,1.0
180,360,360,1.0
1208,48,48,1.0
1910,192,192,1.0
781,72,72,1.0
2296,42,42,1.0
4800,96,96,1.0
101,576,576,1.0
4124,12,12,1.0
1598,48,48,1.0
1830,72,72,1.0
5053,24,24,1.0
217,36,36,1.0
4630,4,4,1.0
2702,12,12,1.0
4231,12,12,1.0
1577,36,36,1.0
1506,12,12,1.0
4574,84,84,1.0
4851,72,72,1.0
79,42,42,1.0
2163,12,12,1.0
442,24,24,1.0
2655,36,36,1.0
3152,216,216,1.0
222,60,60,1.0
371,24,24,1.0
412,12,12,1.0
4179,36,36,1.0
4152,48,48,1.0
1034,12,12,1.0
495,48,48,1.0
1024,24,24,1.0
4750,72,72,1.0
1028,48,48,1.0
4763,144,144,1.0
2613,324,324,1.0
1824,24,24,1.0
2560,28,28,1.0
476,144,144,1.0
509,16,16,1.0
331,96,96,1.0
815,6,6,1.0
3110,480,480,1.0
4319,108,108,1.0
196,24,24,1.0
4457,24,24,1.0
3253,60,60,1.0
3579,220,220,1.0
1458,6,6,1.0
2945,72,72,1.0
5008,520,520,1.0
554,144,144,1.0
3071,48,48,1.0
2920,36,36,1.0
657,48,48,1.0
700,60,60,1.0
1592,72,72,1.0
2505,72,72,1.0
3861,60,60,1.0
860,108,108,1.0
2046,18,18,1.0
833,16,16,1.0
1662,12,12,1.0
243,192,192,1.0
1681,72,72,1.0
2466,24,24,1.0
738,18,18,1.0
2142,12,12,1.0
633,40,40,1.0
2426,36,36,1.0
2086,12,12,1.0
481,96,96,1.0
3505,24,24,1.0
2394,36,36,1.0
1261,24,24,1.0
1576,24,24,1.0
3356,24,24,1.0
1803,60,60,1.0
1426,12,12,1.0
2379,12,12,1.0
1461,12,12,1.0
3125,264,264,1.0
2768,12,12,1.0
855,48,48,1.0
2406,42,42,1.0
5018,12,12,1.0
3940,12,12,1.0
2032,36,36,1.0
1348,24,24,1.0
405,12,12,1.0
4248,24,24,1.0
4927,24,24,1.0
713,72,72,1.0
3954,18,18,1.0
4473,12,12,1.0
2680,96,96,1.0
3650,18,18,1.0
755,24,24,1.0
1787,6,6,1.0
81,84,84,1.0
2405,24,24,1.0
2516,27,27,1.0
4368,180,180,1.0
4613,24,24,1.0
1843,24,24,1.0
3633,12,12,1.0
3779,60,60,1.0
4502,24,24,1.0
3899,36,36,1.0
1625,12,12,1.0
1287,48,48,1.0
4070,18,18,1.0
2549,12,12,1.0
562,30,30,1.0
864,96,96,1.0
797,30,30,1.0
2621,40,40,1.0
1720,24,24,1.0
3308,162,162,1.0
1189,288,288,1.0
4533,12,12,1.0
1776,48,48,1.0
2077,12,12,1.0
2353,16,16,1.0
3073,240,240,1.0
1171,288,288,1.0
1591,60,60,1.0
1170,36,36,1.0
2030,40,40,1.0
3301,192,192,1.0
1085,36,36,1.0
365,36,36,1.0
4947,36,36,1.0
3835,318,318,1.0
3109,120,120,1.0
4405,24,24,1.0
386,40,40,1.0
2794,24,24,1.0
944,72,72,1.0
2536,39,39,1.0
120,36,36,1.0
1548,20,20,1.0
2437,48,48,1.0
4038,36,36,1.0
4029,12,12,1.0
3414,18,18,1.0
876,960,960,1.0
2689,12,12,1.0
3248,12,12,1.0
692,40,40,1.0
2249,18,18,1.0
1223,24,24,1.0
235,96,96,1.0
2440,24,24,1.0
4072,12,12,1.0
3289,320,320,1.0
452,144,144,1.0
41,144,144,1.0
577,24,24,1.0
908,150,150,1.0
1146,144,144,1.0
317,96,96,1.0
203,216,216,1.0
2203,48,48,1.0
1860,24,24,1.0
511,48,48,1.0
893,96,96,1.0
4760,72,72,1.0
2507,48,48,1.0
2921,48,48,1.0
37,60,60,1.0
4324,180,180,1.0
4330,240,240,1.0
2159,24,24,1.0
856,72,72,1.0
463,24,24,1.0
582,12,12,1.0
883,180,180,1.0
1850,24,24,1.0
428,36,36,1.0
1985,6,6,1.0
4964,24,24,1.0
748,20,20,1.0
4671,24,24,1.0
2221,36,36,1.0
461,36,36,1.0
4049,24,24,1.0
3117,144,144,1.0
4817,96,96,1.0
310,24,24,1.0
617,20,20,1.0
480,72,72,1.0
135,168,168,1.0
420,6,6,1.0
1106,48,48,1.0
2028,18,18,1.0
507,24,24,1.0
3980,24,24,1.0
4068,48,48,1.0
398,12,12,1.0
3534,12,12,1.0
2025,16,16,1.0
3530,24,24,1.0
210,36,36,1.0
2362,24,24,1.0
1032,60,60,1.0
788,36,36,1.0
326,240,240,1.0
2066,20,20,1.0
1826,960,960,1.0
3400,96,96,1.0
4693,48,48,1.0
2577,48,48,1.0
1073,24,24,1.0
353,12,12,1.0
2589,28,28,1.0
3176,552,552,1.0
3931,20,20,1.0
4362,48,48,1.0
457,12,12,1.0
3828,72,72,1.0
3419,72,72,1.0
2567,39,39,1.0
4842,48,48,1.0
172,144,144,1.0
3930,6,6,1.0
2258,36,36,1.0
150,144,144,1.0
264,40,40,1.0
85,48,48,1.0
2696,12,12,1.0
1775,12,12,1.0
2106,32,32,1.0
1706,24,24,1.0
330,48,48,1.0
2685,24,24,1.0
4889,48,48,1.0
3946,72,72,1.0
4180,24,24,1.0
1877,24,24,1.0
2965,216,216,1.0
2006,6,6,1.0
462,48,48,1.0
594,48,48,1.0
2734,72,72,1.0
4858,48,48,1.0
4870,40,40,1.0
2572,24,24,1.0
4422,24,24,1.0
251,120,120,1.0
2754,12,12,1.0
4365,40,40,1.0
39,96,96,1.0
2371,36,36,1.0
1685,36,36,1.0
3488,24,24,1.0
1908,24,24,1.0
972,12,12,1.0
1163,192,192,1.0
2037,18,18,1.0
181,48,48,1.0
2041,54,54,1.0
4546,24,24,1.0
2519,48,48,1.0
4509,48,48,1.0
1363,216,216,1.0
148,384,384,1.0
590,36,36,1.0
4133,12,12,1.0
2704,12,12,1.0
4965,40,40,1.0
500,48,48,1.0
4996,48,48,1.0
296,96,96,1.0
426,18,18,1.0
473,36,36,1.0
2867,24,24,1.0
899,120,120,1.0
336,48,48,1.0
3166,80,80,1.0
2933,12,12,1.0
3740,24,24,1.0
1839,12,12,1.0
253,36,36,1.0
4311,20,20,1.0
1658,12,12,1.0
4942,80,80,1.0
1733,12,12,1.0
3571,24,24,1.0
639,24,24,1.0
4864,10,10,1.0
2380,18,18,1.0
1113,96,96,1.0
2800,12,12,1.0
4375,30,30,1.0
2819,24,24,1.0
2552,54,54,1.0
2252,48,48,1.0
2197,24,24,1.0
24,192,192,1.0
2101,12,12,1.0
2160,24,24,1.0
4716,48,48,1.0
1485,24,24,1.0
2047,18,18,1.0
3311,48,48,1.0
1990,4,4,1.0
3103,72,72,1.0
2079,6,6,1.0
1982,16,16,1.0
4512,12,12,1.0
485,24,24,1.0
2447,12,12,1.0
2183,18,18,1.0
1151,192,192,1.0
54,210,210,1.0
1043,48,48,1.0
4204,80,80,1.0
3190,48,48,1.0
247,24,24,1.0
464,30,30,1.0
4291,36,36,1.0
125,72,72,1.0
2190,12,12,1.0
4667,48,48,1.0
1115,24,24,1.0
3710,36,36,1.0
694,24,24,1.0
90,96,96,1.0
4993,144,144,1.0
3122,240,240,1.0
1203,48,48,1.0
204,72,72,1.0
1981,16,16,1.0
2174,12,12,1.0
1286,48,48,1.0
1008,36,36,1.0
3786,288,288,1.0
731,108,108,1.0
2637,12,12,1.0
448,144,144,1.0
489,18,18,1.0
3924,10,10,1.0
628,60,60,1.0
304,100,100,1.0
3020,36,36,1.0
2936,24,24,1.0
3638,24,24,1.0
4839,288,288,1.0
4348,126,126,1.0
4186,8,8,1.0
95,768,768,1.0
4414,48,48,1.0
3337,16,16,1.0
4039,18,18,1.0
348,12,12,1.0
2373,48,48,1.0
3091,216,216,1.0
3957,72,72,1.0
3649,10,10,1.0
1842,24,24,1.0
2665,24,24,1.0
4342,40,40,1.0
913,192,192,1.0
2475,36,36,1.0
2863,60,60,1.0
2279,12,12,1.0
3077,756,756,1.0
1772,36,36,1.0
3413,48,48,1.0
1519,18,18,1.0
568,24,24,1.0
3890,15,15,1.0
1365,24,24,1.0
1694,96,96,1.0
878,90,90,1.0
1308,48,48,1.0
1820,80,80,1.0
1855,12,12,1.0
303,72,72,1.0
5039,24,24,1.0
3496,24,24,1.0
186,96,96,1.0
3275,120,120,1.0
3758,20,20,1.0
3046,36,36,1.0
3391,48,48,1.0
3273,192,192,1.0
2805,12,12,1.0
99,84,84,1.0
2442,24,24,1.0
4608,36,36,1.0
445,24,24,1.0
3171,276,276,1.0
1291,72,72,1.0
3013,57,57,1.0
3019,48,48,1.0
2599,24,24,1.0
3658,288,288,1.0
3415,36,36,1.0
4781,48,48,1.0
1732,24,24,1.0
302,96,96,1.0
1822,24,24,1.0
2457,96,96,1.0
690,40,40,1.0
4650,12,12,1.0
1159,48,48,1.0
1734,8,8,1.0
654,20,20,1.0
2192,12,12,1.0
2767,24,24,1.0
279,288,288,1.0
289,16,16,1.0
2669,75,75,1.0
992,18,18,1.0
693,40,40,1.0
3185,48,48,1.0
4850,36,36,1.0
1889,50,50,1.0
311,96,96,1.0
1102,144,144,1.0
2841,72,72,1.0
1169,72,72,1.0
2957,96,96,1.0
3514,12,12,1.0
780,90,90,1.0
1977,8,8,1.0
1537,12,12,1.0
2224,24,24,1.0
658,24,24,1.0
408,24,24,1.0
465,24,24,1.0
3778,48,48,1.0
2787,12,12,1.0
3878,48,48,1.0
3265,96,96,1.0
3618,30,30,1.0
2886,96,96,1.0
4735,24,24,1.0
576,36,36,1.0
1913,168,168,1.0
727,60,60,1.0
1396,24,24,1.0
2983,72,72,1.0
770,24,24,1.0
4426,12,12,1.0
2633,150,150,1.0
62,240,240,1.0
3537,48,48,1.0
4675,24,24,1.0
857,72,72,1.0
1962,30,30,1.0
986,144,144,1.0
471,48,48,1.0
201,72,72,1.0
4341,20,20,1.0
2652,24,24,1.0
2344,18,18,1.0
493,288,288,1.0
603,12,12,1.0
2382,24,24,1.0
5075,5,5,1.0
1088,60,60,1.0
5111,200,200,1.0
2403,24,24,1.0
3732,60,60,1.0
4210,6,6,1.0
622,72,72,1.0
3476,18,18,1.0
2726,12,12,1.0
1048,48,48,1.0
2060,20,20,1.0
730,40,40,1.0
4915,24,24,1.0
3906,18,18,1.0
333,24,24,1.0
869,90,90,1.0
4297,36,36,1.0
77,36,36,1.0
4694,24,24,1.0
699,24,24,1.0
4434,12,12,1.0
2510,54,54,1.0
254,24,24,1.0
1793,48,48,1.0
4265,60,60,1.0
3167,96,96,1.0
1309,48,48,1.0
2383,24,24,1.0
5067,12,12,1.0
3976,36,36,1.0
4984,24,24,1.0
4268,60,60,1.0
2857,24,24,1.0
3680,40,40,1.0
291,192,192,1.0
2632,24,24,1.0
2446,36,36,1.0
1907,100,100,1.0
2793,48,48,1.0
318,36,36,1.0
2455,12,12,1.0
1487,12,12,1.0
1586,24,24,1.0
449,288,288,1.0
2005,12,12,1.0
3790,30,30,1.0
2301,36,36,1.0
3009,36,36,1.0
1440,6,6,1.0
4566,36,36,1.0
4245,40,40,1.0
4708,48,48,1.0
4898,20,20,1.0
4586,72,72,1.0
3703,40,40,1.0
2622,48,48,1.0
1912,72,72,1.0
273,144,144,1.0
521,48,48,1.0
167,96,96,1.0
2770,24,24,1.0
1511,24,24,1.0
852,150,150,1.0
3287,160,160,1.0
1879,48,48,1.0
5040,12,12,1.0
762,48,48,1.0
74,192,192,1.0
990,36,36,1.0
3904,36,36,1.0
1634,24,24,1.0
1761,6,6,1.0
3721,80,80,1.0
484,108,108,1.0
3885,20,20,1.0
2585,16,16,1.0
2250,12,12,1.0
2914,36,36,1.0
1846,48,48,1.0
3874,40,40,1.0
4835,96,96,1.0
4370,120,120,1.0
898,96,96,1.0
2248,24,24,1.0
3726,36,36,1.0
4371,84,84,1.0
21,96,96,1.0
390,18,18,1.0
941,24,24,1.0
696,30,30,1.0
4411,36,36,1.0
915,120,120,1.0
3404,54,54,1.0
4678,12,12,1.0
401,12,12,1.0
3699,40,40,1.0
2016,48,48,1.0
1482,24,24,1.0
1000,138,138,1.0
2706,12,12,1.0
3615,24,24,1.0
3306,108,108,1.0
3893,40,40,1.0
4877,48,48,1.0
3799,40,40,1.0
1810,24,24,1.0
4621,48,48,1.0
994,48,48,1.0
5107,24,24,1.0
2766,18,18,1.0
4164,96,96,1.0
3151,120,120,1.0
995,18,18,1.0
531,48,48,1.0
483,96,96,1.0
1867,24,24,1.0
127,12,12,1.0
2527,27,27,1.0
232,96,96,1.0
4471,12,12,1.0
2409,24,24,1.0
1302,48,48,1.0
4730,24,24,1.0
2085,6,6,1.0
2593,165,165,1.0
4707,24,24,1.0
1117,24,24,1.0
4281,276,276,1.0
4854,120,120,1.0
397,24,24,1.0
3771,40,40,1.0
2737,12,12,1.0
179,144,144,1.0
3172,252,252,1.0
269,288,288,1.0
1801,32,32,1.0
787,24,24,1.0
1698,96,96,1.0
422,12,12,1.0
4629,12,12,1.0
443,216,216,1.0
4786,24,24,1.0
4298,24,24,1.0
4088,36,36,1.0
1875,24,24,1.0
2322,54,54,1.0
2404,24,24,1.0
3323,40,40,1.0
817,72,72,1.0
3085,108,108,1.0
2948,96,96,1.0
3975,24,24,1.0
111,144,144,1.0
2417,48,48,1.0
602,48,48,1.0
2807,18,18,1.0
3080,144,144,1.0
2806,12,12,1.0
2733,12,12,1.0
4493,24,24,1.0
3238,24,24,1.0
892,96,96,1.0
885,160,160,1.0
3378,48,48,1.0
3576,40,40,1.0
4749,60,60,1.0
4076,72,72,1.0
3550,48,48,1.0
4274,6,6,1.0
763,12,12,1.0
947,36,36,1.0
2792,48,48,1.0
2647,16,16,1.0
2098,24,24,1.0
5064,36,36,1.0
414,18,18,1.0
4563,108,108,1.0
3810,36,36,1.0
2709,12,12,1.0
4218,24,24,1.0
1339,12,12,1.0
3281,72,72,1.0
3416,24,24,1.0
2359,24,24,1.0
4378,126,126,1.0
1490,24,24,1.0
1195,192,192,1.0
3446,36,36,1.0
1402,24,24,1.0
329,48,48,1.0
3150,48,48,1.0
327,12,12,1.0
3116,96,96,1.0
126,96,96,1.0
583,60,60,1.0
2967,24,24,1.0
2259,12,12,1.0
2650,18,18,1.0
948,24,24,1.0
504,8,8,1.0
27,240,240,1.0
2744,24,24,1.0
1730,12,12,1.0
3789,60,60,1.0
3774,24,24,1.0
158,48,48,1.0
742,72,72,1.0
1017,18,18,1.0
4141,12,12,1.0
3884,40,40,1.0
1136,120,120,1.0
4074,48,48,1.0
4487,12,12,1.0
3580,12,12,1.0
2474,156,156,1.0
2556,78,78,1.0
2148,24,24,1.0
1799,30,30,1.0
2107,48,48,1.0
1247,144,144,1.0
2235,9,9,1.0
3925,24,24,1.0
2813,36,36,1.0
2391,24,24,1.0
2105,12,12,1.0
888,180,180,1.0
1123,192,192,1.0
2521,24,24,1.0
1563,12,12,1.0
2537,12,12,1.0
1882,50,50,1.0
306,48,48,1.0
1763,12,12,1.0
2870,24,24,1.0
2043,18,18,1.0
903,60,60,1.0
350,16,16,1.0
2619,72,72,1.0
2508,27,27,1.0
1201,48,48,1.0
3079,78,78,1.0
2779,24,24,1.0
4153,24,24,1.0
1245,24,24,1.0
701,40,40,1.0
1373,48,48,1.0
5070,20,20,1.0
2178,36,36,1.0
3353,48,48,1.0
3425,12,12,1.0
1871,48,48,1.0
3339,24,24,1.0
3307,120,120,1.0
100,288,288,1.0
1492,12,12,1.0
932,48,48,1.0
3711,20,20,1.0
5049,24,24,1.0
3123,48,48,1.0
4477,6,6,1.0
723,20,20,1.0
4446,12,12,1.0
1845,48,48,1.0
4486,12,12,1.0
51,40,40,1.0
517,84,84,1.0
3886,20,20,1.0
2815,36,36,1.0
3640,12,12,1.0
4855,270,270,1.0
679,48,48,1.0
1920,20,20,1.0
3280,60,60,1.0
58,96,96,1.0
1533,12,12,1.0
3521,24,24,1.0
121,24,24,1.0
119,288,288,1.0
4736,36,36,1.0
3803,40,40,1.0
542,15,15,1.0
2966,54,54,1.0
4799,120,120,1.0
4047,24,24,1.0
2428,84,84,1.0
2439,12,12,1.0
5052,48,48,1.0
1316,216,216,1.0
3707,50,50,1.0
4581,72,72,1.0
4390,168,168,1.0
3591,16,16,1.0
3953,12,12,1.0
3824,12,12,1.0
3895,120,120,1.0
4990,18,18,1.0
684,48,48,1.0
4223,12,12,1.0
1007,18,18,1.0
3040,96,96,1.0
3088,144,144,1.0
4641,96,96,1.0
2228,24,24,1.0
190,360,360,1.0
1152,288,288,1.0
354,24,24,1.0
1897,100,100,1.0
268,72,72,1.0
2824,48,48,1.0
1687,20,20,1.0
2218,24,24,1.0
4448,24,24,1.0
1570,48,48,1.0
487,24,24,1.0
1652,24,24,1.0
40,40,40,1.0
3764,90,90,1.0
2711,32,32,1.0
2306,36,36,1.0
2388,48,48,1.0
4923,84,84,1.0
368,48,48,1.0
2150,12,12,1.0
2881,96,96,1.0
840,60,60,1.0
282,240,240,1.0
1107,96,96,1.0
4162,48,48,1.0
2133,12,12,1.0
4977,48,48,1.0
3549,8,8,1.0
3552,36,36,1.0
1394,48,48,1.0
4721,24,24,1.0
865,48,48,1.0
4596,288,288,1.0
2020,4,4,1.0
1525,36,36,1.0
1545,24,24,1.0
2361,24,24,1.0
3433,18,18,1.0
1601,36,36,1.0
2979,72,72,1.0
2883,144,144,1.0
978,36,36,1.0
3093,96,96,1.0
3902,10,10,1.0
431,24,24,1.0
1222,72,72,1.0
846,60,60,1.0
710,96,96,1.0
3387,32,32,1.0
4195,40,40,1.0
2268,36,36,1.0
3395,96,96,1.0
281,216,216,1.0
3108,24,24,1.0
2452,36,36,1.0
3766,25,25,1.0
2378,24,24,1.0
1021,36,36,1.0
2970,72,72,1.0
1361,24,24,1.0
3126,144,144,1.0
1076,48,48,1.0
1666,24,24,1.0
4557,36,36,1.0
2285,24,24,1.0
848,48,48,1.0
2335,27,27,1.0
4115,24,24,1.0
2441,96,96,1.0
2889,36,36,1.0
4904,80,80,1.0
868,90,90,1.0
661,96,96,1.0
647,84,84,1.0
2721,12,12,1.0
4007,12,12,1.0
1807,84,84,1.0
533,50,50,1.0
4081,24,24,1.0
3393,48,48,1.0
133,120,120,1.0
2026,20,20,1.0
228,36,36,1.0
3597,20,20,1.0
2902,60,60,1.0
5031,2424,2424,1.0
4690,96,96,1.0
1847,24,24,1.0
1818,24,24,1.0
3068,240,240,1.0
2239,24,24,1.0
532,360,360,1.0
188,72,72,1.0
3460,12,12,1.0
4683,12,12,1.0
165,48,48,1.0
1679,24,24,1.0
4225,12,12,1.0
1678,72,72,1.0
4336,66,66,1.0
3536,48,48,1.0
732,80,80,1.0
1751,12,12,1.0
4391,12,12,1.0
3621,80,80,1.0
1022,96,96,1.0
2126,12,12,1.0
2962,24,24,1.0
1153,192,192,1.0
3545,24,24,1.0
1096,192,192,1.0
954,72,72,1.0
794,20,20,1.0
3038,24,24,1.0
364,24,24,1.0
4843,96,96,1.0
64,144,144,1.0
2831,18,18,1.0
1418,24,24,1.0
2097,4,4,1.0
162,36,36,1.0
735,80,80,1.0
1191,144,144,1.0
2699,120,120,1.0
4971,80,80,1.0
928,48,48,1.0
3282,36,36,1.0
4136,30,30,1.0
2663,12,12,1.0
4002,28,28,1.0
2184,24,24,1.0
5082,12,12,1.0
4517,12,12,1.0
1290,90,90,1.0
1269,24,24,1.0
720,60,60,1.0
960,180,180,1.0
2617,162,162,1.0
4419,108,108,1.0
4934,20,20,1.0
4589,48,48,1.0
3662,12,12,1.0
1791,24,24,1.0
3616,20,20,1.0
4974,48,48,1.0
2614,18,18,1.0
3200,36,36,1.0
286,72,72,1.0
2117,12,12,1.0
2576,36,36,1.0
4919,216,216,1.0
1716,12,12,1.0
3384,108,108,1.0
1281,96,96,1.0
1683,64,64,1.0
2256,12,12,1.0
4824,20,20,1.0
4937,20,20,1.0
2917,48,48,1.0
664,72,72,1.0
4019,24,24,1.0
506,48,48,1.0
3942,36,36,1.0
216,48,48,1.0
2504,120,120,1.0
3030,24,24,1.0
2580,48,48,1.0
3097,240,240,1.0
1313,96,96,1.0
3035,24,24,1.0
866,72,72,1.0
4514,12,12,1.0
630,50,50,1.0
4731,36,36,1.0
979,108,108,1.0
1003,168,168,1.0
4143,12,12,1.0
4061,24,24,1.0
1893,48,48,1.0
675,10,10,1.0
968,120,120,1.0
134,168,168,1.0
1675,12,12,1.0
4257,16,16,1.0
4227,32,32,1.0
385,18,18,1.0
4410,18,18,1.0
4556,12,12,1.0
2019,24,24,1.0
814,72,72,1.0
1172,72,72,1.0
5044,12,12,1.0
3451,24,24,1.0
724,80,80,1.0
4943,48,48,1.0
3424,18,18,1.0
4087,30,30,1.0
4051,12,12,1.0
2464,48,48,1.0
2803,12,12,1.0
1135,192,192,1.0
3581,36,36,1.0
3076,12,12,1.0
3704,48,48,1.0
4876,20,20,1.0
4659,360,360,1.0
4726,24,24,1.0
3480,72,72,1.0
1248,72,72,1.0
3834,96,96,1.0
2529,54,54,1.0
3493,24,24,1.0
4056,6,6,1.0
1936,54,54,1.0
215,96,96,1.0
3987,12,12,1.0
1796,24,24,1.0
2282,12,12,1.0
4196,12,12,1.0
3031,45,45,1.0
5016,144,144,1.0
3010,48,48,1.0
2149,24,24,1.0
2012,9,9,1.0
65,240,240,1.0
338,24,24,1.0
1305,12,12,1.0
2465,48,48,1.0
4872,40,40,1.0
4818,8,8,1.0
2093,12,12,1.0
4006,24,24,1.0
956,40,40,1.0
4712,48,48,1.0
4238,80,80,1.0
5097,12,12,1.0
76,192,192,1.0
4157,18,18,1.0
4949,156,156,1.0
4498,24,24,1.0
1410,24,24,1.0
3402,48,48,1.0
4560,24,24,1.0
4037,12,12,1.0
804,20,20,1.0
2494,24,24,1.0
3993,24,24,1.0
2937,24,24,1.0
5063,12,12,1.0
3053,60,60,1.0
4389,84,84,1.0
3989,12,12,1.0
736,20,20,1.0
621,40,40,1.0
4900,288,288,1.0
3195,40,40,1.0
702,60,60,1.0
4983,24,24,1.0
1896,50,50,1.0
3372,144,144,1.0
3140,93,93,1.0
4100,24,24,1.0
1543,12,12,1.0
1752,10,10,1.0
3751,24,24,1.0
4384,15,15,1.0
1894,50,50,1.0
14,240,240,1.0
96,384,384,1.0
2609,104,104,1.0
1367,24,24,1.0
593,20,20,1.0
1947,12,12,1.0
1260,24,24,1.0
2871,48,48,1.0
32,80,80,1.0
3439,40,40,1.0
4480,36,36,1.0
3463,8,8,1.0
5022,48,48,1.0
4450,6,6,1.0
1164,216,216,1.0
1346,96,96,1.0
1380,48,48,1.0
3214,144,144,1.0
1241,24,24,1.0
2313,12,12,1.0
4205,180,180,1.0
4123,12,12,1.0
2926,24,24,1.0
3330,72,72,1.0
2067,10,10,1.0
1083,24,24,1.0
2472,78,78,1.0
3082,111,111,1.0
2395,24,24,1.0
1948,12,12,1.0
255,24,24,1.0
1917,12,12,1.0
1493,12,12,1.0
3236,24,24,1.0
5071,5,5,1.0
1198,48,48,1.0
895,60,60,1.0
305,48,48,1.0
3170,384,384,1.0
3290,72,72,1.0
2215,24,24,1.0
795,45,45,1.0
294,120,120,1.0
4040,18,18,1.0
3394,96,96,1.0
3921,12,12,1.0
3553,24,24,1.0
3815,12,12,1.0
3390,12,12,1.0
161,216,216,1.0
4266,60,60,1.0
1650,24,24,1.0
3958,36,36,1.0
4713,48,48,1.0
4590,72,72,1.0
615,27,27,1.0
1279,24,24,1.0
651,60,60,1.0
3642,12,12,1.0
1701,30,30,1.0
4702,192,192,1.0
3293,144,144,1.0
2104,54,54,1.0
4538,42,42,1.0
1727,8,8,1.0
2624,216,216,1.0
1542,72,72,1.0
3723,12,12,1.0
3962,15,15,1.0
4823,40,40,1.0
1642,24,24,1.0
3376,18,18,1.0
1762,4,4,1.0
3816,24,24,1.0
4980,36,36,1.0
4657,12,12,1.0
2298,48,48,1.0
2928,36,36,1.0
5006,60,60,1.0
2829,24,24,1.0
4334,84,84,1.0
199,168,168,1.0
2542,27,27,1.0
1680,72,72,1.0
3466,72,72,1.0
1688,20,20,1.0
629,12,12,1.0
2348,48,48,1.0
4380,126,126,1.0
4176,12,12,1.0
4828,48,48,1.0
437,6,6,1.0
4258,24,24,1.0
2608,104,104,1.0
4483,24,24,1.0
4350,252,252,1.0
1202,24,24,1.0
5093,60,60,1.0
967,160,160,1.0
3602,12,12,1.0
1530,24,24,1.0
73,36,36,1.0
2670,120,120,1.0
2895,36,36,1.0
1399,24,24,1.0
176,48,48,1.0
4251,48,48,1.0
3105,144,144,1.0
2108,36,36,1.0
2497,48,48,1.0
3379,12,12,1.0
211,40,40,1.0
757,54,54,1.0
4755,144,144,1.0
1311,144,144,1.0
2167,12,12,1.0
3842,48,48,1.0
3919,12,12,1.0
1217,24,24,1.0
1360,72,72,1.0
3695,108,108,1.0
2884,102,102,1.0
3656,144,144,1.0
1813,30,30,1.0
2690,12,12,1.0
2065,10,10,1.0
2590,28,28,1.0
4271,6,6,1.0
4091,72,72,1.0
2119,24,24,1.0
564,14,14,1.0
4743,72,72,1.0
225,48,48,1.0
4542,36,36,1.0
1952,6,6,1.0
1961,6,6,1.0
470,72,72,1.0
5078,12,12,1.0
3271,72,72,1.0
773,36,36,1.0
5047,48,48,1.0
5004,96,96,1.0
1001,300,300,1.0
827,48,48,1.0
259,144,144,1.0
1927,6,6,1.0
1771,12,12,1.0
3967,12,12,1.0
3453,36,36,1.0
4909,72,72,1.0
2243,12,12,1.0
3681,24,24,1.0
2943,48,48,1.0
1256,72,72,1.0
2944,24,24,1.0
2959,36,36,1.0
3612,32,32,1.0
2002,6,6,1.0
3794,20,20,1.0
1068,192,192,1.0
1887,72,72,1.0
2125,24,24,1.0
3777,48,48,1.0
2031,80,80,1.0
1585,72,72,1.0
3813,24,24,1.0
301,288,288,1.0
934,24,24,1.0
200,240,240,1.0
4465,24,24,1.0
2169,24,24,1.0
2956,24,24,1.0
4503,36,36,1.0
2343,12,12,1.0
1622,12,12,1.0
3928,10,10,1.0
2747,24,24,1.0
3222,24,24,1.0
4975,12,12,1.0
4024,24,24,1.0
3709,48,48,1.0
1774,24,24,1.0
1797,48,48,1.0
2890,36,36,1.0
230,144,144,1.0
4649,8,8,1.0
4981,36,36,1.0
2845,216,216,1.0
4071,12,12,1.0
319,48,48,1.0
4387,156,156,1.0
141,168,168,1.0
2401,24,24,1.0
1354,24,24,1.0
4645,60,60,1.0
966,120,120,1.0
5104,24,24,1.0
4166,24,24,1.0
1384,24,24,1.0
3685,480,480,1.0
2429,96,96,1.0
1713,36,36,1.0
4325,48,48,1.0
3578,110,110,1.0
4113,24,24,1.0
514,36,36,1.0
4194,20,20,1.0
3406,12,12,1.0
3606,12,12,1.0
1784,12,12,1.0
