item_id,current_global_qty,max_global_qty,global_inv_level
1180,144,144,1.0
959,180,180,1.0
880,240,240,1.0
4688,96,96,1.0
4710,96,96,1.0
2929,84,84,1.0
4478,12,12,1.0
4950,360,360,1.0
3373,168,168,1.0
1018,36,36,1.0
854,144,144,1.0
1277,48,48,1.0
525,60,60,1.0
2146,24,24,1.0
4174,24,24,1.0
349,16,16,1.0
1109,192,192,1.0
184,96,96,1.0
631,24,24,1.0
345,60,60,1.0
4733,48,48,1.0
4610,60,60,1.0
3487,16,16,1.0
649,48,48,1.0
4883,96,96,1.0
535,40,40,1.0
4948,780,780,1.0
3081,48,48,1.0
2995,72,72,1.0
652,50,50,1.0
260,36,36,1.0
3146,144,144,1.0
3560,120,120,1.0
3128,240,240,1.0
109,384,384,1.0
12,288,288,1.0
450,288,288,1.0
4114,12,12,1.0
2667,40,40,1.0
2990,48,48,1.0
3430,42,42,1.0
1682,48,48,1.0
1278,48,48,1.0
15,264,264,1.0
3345,36,36,1.0
3022,48,48,1.0
2116,12,12,1.0
851,64,64,1.0
747,48,48,1.0
1463,6,6,1.0
982,120,120,1.0
9,192,192,1.0
3604,30,30,1.0
1124,288,288,1.0
1185,384,384,1.0
1012,36,36,1.0
636,80,80,1.0
429,24,24,1.0
1564,36,36,1.0
3515,24,24,1.0
3208,72,72,1.0
83,48,48,1.0
4995,144,144,1.0
1723,48,48,1.0
607,10,10,1.0
1435,24,24,1.0
193,192,192,1.0
1045,80,80,1.0
750,40,40,1.0
3914,10,10,1.0
8,42,42,1.0
939,144,144,1.0
1596,48,48,1.0
3147,36,36,1.0
4668,96,96,1.0
1823,24,24,1.0
5038,12,12,1.0
3923,24,24,1.0
1049,108,108,1.0
769,60,60,1.0
3075,12,12,1.0
3098,800,800,1.0
549,36,36,1.0
4968,72,72,1.0
573,54,54,1.0
3739,6,6,1.0
1364,48,48,1.0
298,144,144,1.0
252,168,168,1.0
2010,24,24,1.0
2051,6,6,1.0
1013,24,24,1.0
3278,72,72,1.0
1624,12,12,1.0
3215,72,72,1.0
580,36,36,1.0
3267,240,240,1.0
115,120,120,1.0
469,24,24,1.0
3005,60,60,1.0
1044,75,75,1.0
4598,24,24,1.0
1192,192,192,1.0
472,108,108,1.0
3472,24,24,1.0
67,330,330,1.0
3510,12,12,1.0
366,48,48,1.0
1093,240,240,1.0
2422,32,32,1.0
4364,100,100,1.0
1371,24,24,1.0
35,70,70,1.0
290,192,192,1.0
4168,24,24,1.0
1573,24,24,1.0
4404,18,18,1.0
2122,24,24,1.0
4284,12,12,1.0
2539,12,12,1.0
1677,72,72,1.0
756,24,24,1.0
3934,10,10,1.0
4104,12,12,1.0
1708,48,48,1.0
2955,60,60,1.0
2015,18,18,1.0
4310,108,108,1.0
3168,72,72,1.0
5065,48,48,1.0
1238,96,96,1.0
4267,48,48,1.0
3188,96,96,1.0
819,36,36,1.0
863,108,108,1.0
4320,300,300,1.0
1451,6,6,1.0
1114,216,216,1.0
438,48,48,1.0
627,72,72,1.0
114,120,120,1.0
1861,24,24,1.0
33,48,48,1.0
2350,24,24,1.0
2727,12,12,1.0
396,18,18,1.0
299,96,96,1.0
1937,20,20,1.0
3802,40,40,1.0
4612,40,40,1.0
745,36,36,1.0
1042,96,96,1.0
3655,24,24,1.0
1671,36,36,1.0
20,576,576,1.0
1664,48,48,1.0
84,54,54,1.0
836,20,20,1.0
4374,264,264,1.0
1005,36,36,1.0
415,60,60,1.0
4686,2,2,1.0
104,192,192,1.0
69,120,120,1.0
4302,108,108,1.0
2284,48,48,1.0
1141,192,192,1.0
297,72,72,1.0
609,24,24,1.0
1179,16,16,1.0
2253,18,18,1.0
4752,144,144,1.0
596,60,60,1.0
3872,48,48,1.0
2903,72,72,1.0
7,576,576,1.0
882,144,144,1.0
4085,36,36,1.0
274,144,144,1.0
309,48,48,1.0
4989,20,20,1.0
3542,120,120,1.0
5051,24,24,1.0
2517,27,27,1.0
3851,120,120,1.0
105,240,240,1.0
3932,12,12,1.0
359,24,24,1.0
3518,72,72,1.0
3520,144,144,1.0
13,144,144,1.0
1844,24,24,1.0
189,144,144,1.0
4777,12,12,1.0
3,240,240,1.0
1880,24,24,1.0
261,120,120,1.0
3913,20,20,1.0
97,336,336,1.0
3532,108,108,1.0
4745,96,96,1.0
3484,72,72,1.0
2772,24,24,1.0
3357,48,48,1.0
1253,12,12,1.0
761,300,300,1.0
1610,6,6,1.0
373,48,48,1.0
63,390,390,1.0
3708,48,48,1.0
138,40,40,1.0
3706,50,50,1.0
4896,24,24,1.0
1312,144,144,1.0
4793,144,144,1.0
3623,20,20,1.0
1749,24,24,1.0
140,72,72,1.0
4958,72,72,1.0
18,336,336,1.0
4774,96,96,1.0
1267,6,6,1.0
4351,30,30,1.0
1183,144,144,1.0
57,216,216,1.0
1,36,36,1.0
938,36,36,1.0
973,24,24,1.0
102,528,528,1.0
4032,12,12,1.0
4246,24,24,1.0
2649,24,24,1.0
4287,60,60,1.0
3131,72,72,1.0
1398,48,48,1.0
777,12,12,1.0
519,84,84,1.0
393,18,18,1.0
1864,36,36,1.0
2423,36,36,1.0
16,504,504,1.0
3216,72,72,1.0
3873,20,20,1.0
4543,36,36,1.0
875,150,150,1.0
4959,24,24,1.0
3149,120,120,1.0
4338,312,312,1.0
3611,14,14,1.0
1232,72,72,1.0
3688,48,48,1.0
918,150,150,1.0
3539,12,12,1.0
382,36,36,1.0
4628,12,12,1.0
2534,60,60,1.0
244,240,240,1.0
2660,24,24,1.0
2141,12,12,1.0
2606,72,72,1.0
1859,12,12,1.0
3972,6,6,1.0
3871,40,40,1.0
4292,48,48,1.0
529,120,120,1.0
5005,288,288,1.0
132,288,288,1.0
4260,32,32,1.0
2916,24,24,1.0
2940,72,72,1.0
707,12,12,1.0
198,600,600,1.0
2551,54,54,1.0
2915,96,96,1.0
2196,12,12,1.0
4089,72,72,1.0
1099,48,48,1.0
1872,12,12,1.0
1705,48,48,1.0
3564,18,18,1.0
560,36,36,1.0
3951,24,24,1.0
3903,20,20,1.0
4548,72,72,1.0
822,72,72,1.0
4820,12,12,1.0
1142,72,72,1.0
122,192,192,1.0
2189,36,36,1.0
2543,27,27,1.0
803,72,72,1.0
879,180,180,1.0
536,36,36,1.0
137,384,384,1.0
94,144,144,1.0
3182,48,48,1.0
1174,216,216,1.0
4145,12,12,1.0
1638,12,12,1.0
2714,12,12,1.0
2795,24,24,1.0
2330,42,42,1.0
894,144,144,1.0
151,144,144,1.0
3247,144,144,1.0
4714,96,96,1.0
3111,216,216,1.0
80,48,48,1.0
1220,240,240,1.0
2,384,384,1.0
1207,48,48,1.0
965,60,60,1.0
4233,4,4,1.0
2874,96,96,1.0
672,48,48,1.0
754,48,48,1.0
177,288,288,1.0
530,24,24,1.0
1654,24,24,1.0
2826,240,240,1.0
1950,4,4,1.0
842,100,100,1.0
3241,12,12,1.0
3632,42,42,1.0
3819,36,36,1.0
4871,20,20,1.0
946,96,96,1.0
597,84,84,1.0
662,12,12,1.0
4784,48,48,1.0
1162,24,24,1.0
1101,96,96,1.0
1866,60,60,1.0
1110,168,168,1.0
4356,30,30,1.0
2389,18,18,1.0
4474,12,12,1.0
709,288,288,1.0
958,360,360,1.0
1128,336,336,1.0
410,12,12,1.0
144,144,144,1.0
123,18,18,1.0
526,84,84,1.0
1477,12,12,1.0
4349,126,126,1.0
2677,12,12,1.0
1104,240,240,1.0
2280,12,12,1.0
5009,140,140,1.0
3286,120,120,1.0
2245,72,72,1.0
2601,24,24,1.0
2848,48,48,1.0
734,20,20,1.0
2289,24,24,1.0
2400,48,48,1.0
2791,48,48,1.0
650,30,30,1.0
1004,12,12,1.0
4475,12,12,1.0
45,90,90,1.0
4520,252,252,1.0
4106,24,24,1.0
2052,16,16,1.0
1621,144,144,1.0
1836,24,24,1.0
2436,48,48,1.0
1445,144,144,1.0
2495,24,24,1.0
2186,54,54,1.0
2700,24,24,1.0
4321,240,240,1.0
936,36,36,1.0
4306,96,96,1.0
3479,108,108,1.0
5103,24,24,1.0
574,30,30,1.0
900,120,120,1.0
3016,63,63,1.0
4985,48,48,1.0
1158,96,96,1.0
4619,162,162,1.0
4177,36,36,1.0
646,60,60,1.0
4672,12,12,1.0
1719,6,6,1.0
3045,48,48,1.0
2532,54,54,1.0
2454,48,48,1.0
3364,144,144,1.0
1693,36,36,1.0
1439,144,144,1.0
1940,6,6,1.0
103,72,72,1.0
1457,6,6,1.0
541,60,60,1.0
4654,24,24,1.0
2742,12,12,1.0
4326,48,48,1.0
3012,72,72,1.0
587,36,36,1.0
826,264,264,1.0
2451,24,24,1.0
2691,12,12,1.0
4059,120,120,1.0
790,20,20,1.0
680,20,20,1.0
3072,120,120,1.0
1143,144,144,1.0
1712,24,24,1.0
659,48,48,1.0
4443,12,12,1.0
1729,4,4,1.0
1632,12,12,1.0
2217,48,48,1.0
805,48,48,1.0
3944,24,24,1.0
1149,144,144,1.0
5088,120,120,1.0
1014,48,48,1.0
2024,8,8,1.0
339,24,24,1.0
3807,12,12,1.0
1471,24,24,1.0
3417,48,48,1.0
403,18,18,1.0
2191,120,120,1.0
923,150,150,1.0
70,640,640,1.0
1832,24,24,1.0
2333,36,36,1.0
3078,60,60,1.0
1888,48,48,1.0
316,72,72,1.0
977,48,48,1.0
185,72,72,1.0
4095,42,42,1.0
905,144,144,1.0
4874,80,80,1.0
2095,8,8,1.0
1092,96,96,1.0
4577,48,48,1.0
3399,96,96,1.0
86,168,168,1.0
4558,36,36,1.0
3059,45,45,1.0
2415,36,36,1.0
3502,24,24,1.0
2939,24,24,1.0
2899,72,72,1.0
182,360,360,1.0
3206,24,24,1.0
1175,96,96,1.0
4986,12,12,1.0
1438,96,96,1.0
2631,48,48,1.0
3911,24,24,1.0
22,192,192,1.0
352,8,8,1.0
92,432,432,1.0
4568,72,72,1.0
383,24,24,1.0
407,12,12,1.0
4841,96,96,1.0
4803,48,48,1.0
1696,48,48,1.0
219,120,120,1.0
312,48,48,1.0
4939,24,24,1.0
3006,72,72,1.0
60,96,96,1.0
4802,160,160,1.0
2686,36,36,1.0
3986,12,12,1.0
2910,12,12,1.0
3727,48,48,1.0
3588,24,24,1.0
4553,36,36,1.0
1609,24,24,1.0
625,16,16,1.0
2469,48,48,1.0
3194,288,288,1.0
234,120,120,1.0
1963,16,16,1.0
1167,72,72,1.0
921,108,108,1.0
1173,192,192,1.0
835,36,36,1.0
460,12,12,1.0
2993,96,96,1.0
1715,12,12,1.0
3743,12,12,1.0
914,24,24,1.0
3952,6,6,1.0
2432,48,48,1.0
3984,24,24,1.0
740,20,20,1.0
2635,216,216,1.0
523,12,12,1.0
152,216,216,1.0
4016,36,36,1.0
4766,288,288,1.0
1649,12,12,1.0
808,24,24,1.0
4259,48,48,1.0
4618,54,54,1.0
2634,112,112,1.0
2349,24,24,1.0
4963,24,24,1.0
3087,66,66,1.0
206,144,144,1.0
1464,6,6,1.0
1419,48,48,1.0
1956,6,6,1.0
2204,12,12,1.0
4761,96,96,1.0
3070,240,240,1.0
985,24,24,1.0
2363,12,12,1.0
3471,48,48,1.0
3543,72,72,1.0
2707,12,12,1.0
209,120,120,1.0
1026,18,18,1.0
559,20,20,1.0
2827,60,60,1.0
843,24,24,1.0
4275,32,32,1.0
1946,12,12,1.0
3889,20,20,1.0
4758,144,144,1.0
818,48,48,1.0
1455,18,18,1.0
2199,18,18,1.0
4717,96,96,1.0
1725,12,12,1.0
4407,48,48,1.0
1835,120,120,1.0
389,12,12,1.0
668,24,24,1.0
2666,24,24,1.0
2044,36,36,1.0
1272,96,96,1.0
2673,192,192,1.0
1452,12,12,1.0
4377,252,252,1.0
3626,20,20,1.0
1138,288,288,1.0
784,30,30,1.0
1581,48,48,1.0
759,12,12,1.0
491,48,48,1.0
3135,120,120,1.0
2836,96,96,1.0
3657,288,288,1.0
3933,48,48,1.0
3136,96,96,1.0
2420,48,48,1.0
3033,78,78,1.0
4827,48,48,1.0
1249,96,96,1.0
810,108,108,1.0
1344,96,96,1.0
4232,32,32,1.0
870,84,84,1.0
5079,24,24,1.0
2238,36,36,1.0
1362,144,144,1.0
3288,288,288,1.0
4719,20,20,1.0
1919,20,20,1.0
1507,12,12,1.0
3754,20,20,1.0
3665,24,24,1.0
4344,252,252,1.0
4423,108,108,1.0
226,360,360,1.0
4642,144,144,1.0
4832,80,80,1.0
2712,12,12,1.0
1033,30,30,1.0
2314,24,24,1.0
4748,108,108,1.0
4511,8,8,1.0
496,120,120,1.0
3359,72,72,1.0
1546,24,24,1.0
1444,6,6,1.0
838,24,24,1.0
5115,36,36,1.0
4418,12,12,1.0
433,24,24,1.0
10,288,288,1.0
3968,12,12,1.0
555,36,36,1.0
1748,36,36,1.0
5014,140,140,1.0
29,48,48,1.0
3411,84,84,1.0
4337,84,84,1.0
1514,24,24,1.0
4048,120,120,1.0
4940,30,30,1.0
2434,72,72,1.0
1336,4,4,1.0
4617,54,54,1.0
1534,50,50,1.0
3598,24,24,1.0
2193,12,12,1.0
1349,72,72,1.0
1069,288,288,1.0
3526,24,24,1.0
2438,24,24,1.0
4392,6,6,1.0
618,48,48,1.0
2715,12,12,1.0
113,96,96,1.0
2232,24,24,1.0
548,216,216,1.0
4632,12,12,1.0
1262,48,48,1.0
248,144,144,1.0
3050,24,24,1.0
4680,12,12,1.0
3442,36,36,1.0
1769,24,24,1.0
46,48,48,1.0
421,24,24,1.0
3318,96,96,1.0
4601,24,24,1.0
3551,8,8,1.0
432,12,12,1.0
3666,16,16,1.0
4936,20,20,1.0
4627,24,24,1.0
4806,48,48,1.0
4187,40,40,1.0
1815,60,60,1.0
926,180,180,1.0
1317,24,24,1.0
809,72,72,1.0
2200,12,12,1.0
4,48,48,1.0
3836,636,636,1.0
2640,18,18,1.0
1921,6,6,1.0
170,96,96,1.0
3100,96,96,1.0
1057,96,96,1.0
3999,16,16,1.0
3525,24,24,1.0
4289,36,36,1.0
4922,24,24,1.0
1120,24,24,1.0
2998,120,120,1.0
4544,72,72,1.0
2346,24,24,1.0
4303,36,36,1.0
2137,36,36,1.0
2408,24,24,1.0
2992,36,36,1.0
5068,24,24,1.0
1547,40,40,1.0
2082,12,12,1.0
2722,18,18,1.0
2564,30,30,1.0
2302,24,24,1.0
4997,48,48,1.0
539,24,24,1.0
2211,24,24,1.0
2257,12,12,1.0
3202,12,12,1.0
357,36,36,1.0
4521,84,84,1.0
1219,108,108,1.0
1227,20,20,1.0
3201,72,72,1.0
321,24,24,1.0
324,96,96,1.0
3541,120,120,1.0
4270,36,36,1.0
1393,24,24,1.0
453,108,108,1.0
4791,24,24,1.0
1433,24,24,1.0
263,40,40,1.0
2641,12,12,1.0
3177,144,144,1.0
595,40,40,1.0
2868,72,72,1.0
964,36,36,1.0
4500,72,72,1.0
124,30,30,1.0
1617,12,12,1.0
2338,24,24,1.0
4583,24,24,1.0
4256,96,96,1.0
36,60,60,1.0
1430,12,12,1.0
456,12,12,1.0
4764,72,72,1.0
2877,288,288,1.0
2267,12,12,1.0
534,40,40,1.0
886,120,120,1.0
257,96,96,1.0
444,72,72,1.0
4254,48,48,1.0
3675,20,20,1.0
1221,120,120,1.0
3089,48,48,1.0
2765,24,24,1.0
314,96,96,1.0
2778,6,6,1.0
4873,40,40,1.0
820,24,24,1.0
4084,6,6,1.0
4439,24,24,1.0
